National Database Number,Field Number,Nmfs Regional Number,Confidence Code,Common Name,Genus,Species,Report Status,Examiner Name,Affiliation,Stranding Agreement/Authority,Contributors,Effort,"If Effort=Other, Then Specify",Region,Country,City - from strandings table,County,State,Body of Water,Locality Detail,Latitude,Latitude Units,Latitude Actual/Estimate,Longitude,Longitude Units,Longitude Actual/Estimate,How lat/long determined,Restrand,Group Event Number,Group Event Flag,Mass Stranding Number,Group Type: Cow Calf Pair,Group Type: Mass Stranding,Group Type: UME,Num of Animals in Group Event,Number of Animals Act/Est,Findings of Human Interaction,Boat Collision,Shot,Fishery Interaction,SW Fishery Type,Other Human Interaction,Other Human Int Description,SW Other Human Int Type,How Determined: External Exam,How Determined: Internal Exam,How Determined: Necropsy,How Determined: Other,2001 Level A: External Exam,2001 Level A: Internal Exam,2001 Level A: Not Examined,How Determined: Describe,Gear Collection Flag,Gear Disposition Flag,Other Findings upon Level Y/N,Other Findings - Illness Flag,Other Findings - Injury Flag,Other Findings - Pregnant Flag,Other Findings - Other Flag,Other Findings - Descibe,SW Other Findings Type,2007 Other Findings - External,2007 Other Findings - Internal,2007 Other Findings - Necropsy,2007 Other Findings - Other,2007 Other Findings - Descibe,2001 Other Findings - Descibe,Observation Date,Year of Observation,Month of Observation,Day of Observation,How Observed,Obs Date estimate explaination,Observation Date Act/Est,Observation Status,Not Able to Examine,Date of Examination,Year of Examination,Month of Examination,Day of Examination,Condition at Examination,Left at Site,Immediate Release at Site,Relocated Flag,Disentangled Flag,Euthanized at Site Flag,Died at Site Flag,Transferred to Rehabilitation,Date of Initial Disposition,Year of Initial Disposition,Month of Initial Disposition,Day of Initial Disposition,Rehab Facility Name,Died During Transport Flag,Euthanized During Transport,Other Flag,Other Describe Flag,Sick Flag,Injured Flag,Out of Habitat Flag,Deemed Healthy/Releasable Flag,Abandoned/Orphaned Flag,Inaccesible Flag,Location Hazardous to Animal,Location Hazardous Public,Unknown/CBD Flag,Condition Other Flag,Condition Other Description,Entangled Flag,Condition Comments,Sex,Age Class,2007 Whole Carcass,2007 Partial Carcass,Length,Length Units,Length actual/estimate,Weight,Weight Units,Weight actual/estimate,Photos/Videos Taken,Photos/Vidoes Disposition,Carcass Left at Site Flag,Carcass Buried Flag,Carcass Rendered Flag,Carcass Towed Flag,Carcass Towed Lattitude,Carcass Towed Longitude,Carcass Sunk Flag,Carcass Sunk Lattitude,Carcass Sunk Longitude,Carcass Frozen for Later Exam,Carcass Landfill Flag,Carcass Unknown Flag,Carcass Other Flag,Carcass Other Description,Scientific Collection Flag,Educational Collection Flag,Other Collection Flag,Other Collection Describe,Other Collection Comments,Necropsied Flag,Necropsy Limited Flag,Necropy Carcass Fresh/Frozen,Date of Necropsy,Year of Necropsy,Month of Necropsy,Day of Necropsy,Stranding Necropsied By,Additional Remarks,Additional Identifiers,GE Number - GE_Module,How lat or long determined,Ex First Examined,Ex Country,Ex State or County,Ex City,Ex Body of Water,Ex Locality Detail,Ex Latitude,Ex Lat actual,Ex Longitude,Ex Lon actual,Ex How lat or long determined,Ex lat achived other text,No Rehab Options,Incinerated,Composted,Carcass Code at Necropsy,Samples Collected-Histology,Samples Collected-Other Diag,Samples Collected-Life Hist,Samples Collected-Skeletal,Samples Collected-Other,Samples Collected-Other Text,Human Interaction Report,human interaction contributed,GE Type(s) - GE_Module,Group Event Flag - GE_Module,GE Num of Animals - GE_Module,GE Num of Animals Act or Est - GE_Module
NE-2011-1135790,NEAQ-11-185-Mn,NER11-3179,Confirmed - Medium,"Whale, humpback",Megaptera,novaeangliae,Validated,Adam Kennedy,New England Aquarium,New England Aquarium,,,,NE,United States,Nantucket,Nantucket,MA,Atlantic Ocean,"Smith""s Point",41.273002,decimal degrees,actual,–70.234254,decimal degrees,actual,GPS,N,,N,,N,N,N,1,actual,Y,N,N,Y,,Y,peduncle cut on beach,,Y,N,N,N,,,,,N,,N,N,N,N,N,,,Y,N,N,N,,,2011-JUL-15,2011,JUL,15,Floating,,,Moderate Decomposition,N,2011-JUL-15,2011,JUL,15,Moderate Decomposition,N,N,N,N,N,N,N,,,,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,FEMALE,SUBADULT,Y,N,432,in,estimate,35000,lb,estimate,Y,NEAq digital archive,N,Y,N,N,,,N,,,N,N,N,Y,floated away in surf,N,N,N,,,N,,,,,,,,"Seen from shore. Field vol with boat responded. Id as Mn from CG. In surf at Smith's Point 7/16. Proposed necropsy on Monday, but the carcass was not able to be secured due to lack of fluke. Definite HI - fluke was cut off between time on beach and time reentered surf. Bones were found in Sheep¿s point and were buried on the beach on 7/22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE-2006-1063725,MH-06-736-Mn,NER06-207,Confirmed - Medium,"Whale, humpback",Megaptera,novaeangliae,Validated,NEAq Volunteer,New England Aquarium,New England Aquarium,,,,NE,United States,Nantucket,Nantucket,MA,Atlantic Ocean,Sconset Beach by Codfish Park,42.25,decimal degrees,,–69.96,decimal degrees,,Map,N,,N,,N,N,N,1,actual,CBD,N,N,N,,N,None,,,,,,,,,,N,,CBD,N,N,,N,,,,,,,,,2006-DEC-25,2006,DEC,25,Beach or Land,,,Moderate Decomposition,N,2006-DEC-27,2006,DEC,27,Moderate Decomposition,N,N,N,N,N,N,N,,,,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,PUP/CALF,,,282,in,actual,10000,lb,estimate,Y,NEAq digital archive,Y,N,N,N,,,N,,,N,N,N,N,,N,N,N,,,N,,,,,,,,Carcass initially observed floating. On 12/27/06 and 12/28/06 was in surf zone and inaccessible.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE-2004-1040203,MH04-528-Ba,BLANKNE3960,Confirmed - Medium Report,"Whale, minke",Balaenoptera,acutorostrata,Validated,NEAq Volunteer,New England Aquarium,New England Aquarium,,,,NE,United States,Nantucket,Nantucket,MA,Atlantic Ocean,East of the airport by Madequecham,4114.542,decimal minutes,actual,7002.939,decimal minutes,actual,,N,,N,,N,N,N,1,,CBD,N,N,N,,N,,,,,,,N,N,Y,not examined.,N,,CBD,N,N,,N,,,,,,,,,2004-MAY-24,2004,MAY,24,Beach or Land,,,Moderate Decomposition,Y,,,,,,N,N,N,N,N,N,N,,,,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,UNKNOWN,,,288,in,estimate,12000,lb,estimate,Y,digital,Y,N,N,N,,,N,,,N,N,N,N,,N,N,N,,,N,,,,,,,,"Carcass rolling in surf, then washed out with the tide.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE-2004-1040211,MH04-585-Pm,BLANKNE3966,Confirmed - High Report,"Whale, sperm",Physeter,macrocephalus,Validated,Edi Ray,New England Aquarium,New England Aquarium,,,,NE,United States,Nantucket,Nantucket,MA,Atlantic Ocean,Behind Bartlett Farm,4114.555,decimal minutes,actual,7007.2,decimal minutes,actual,,N,,N,,N,N,N,1,,CBD,N,N,N,,N,,,,,,,Y,N,N,external exam,N,,CBD,N,N,,N,,,,,,,,,2004-JUL-19,2004,JUL,19,Beach or Land,,,Advanced Decomposition,N,2004-JUL-19,2004,JUL,19,Advanced Decomposition,N,N,N,N,N,N,N,,,,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,UNKNOWN,,,324,in,estimate,,,,Y,digital,Y,N,N,N,,,N,,,N,N,N,N,,N,N,N,,"skin, blubber, bone",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE-2006-1061719,MH-06-642-Mn,NER06-149,Confirmed - Medium,"Whale, humpback",Megaptera,novaeangliae,Validated,NEAq Volunteer,Nantucket Stranding Team,New England Aquarium,,,,NE,United States,Nantucket,Nantucket,MA,Atlantic Ocean,Floating 1.5 nautical mile north of Eel Point bouy #2,41.21,decimal degrees,,–70.12,decimal degrees,,Map,N,,N,,N,N,N,1,actual,CBD,N,N,N,,N,None,,,,,,,,,,N,,N,N,N,,N,,,,,,,,,2006-SEP-26,2006,SEP,26,Floating,,,Advanced Decomposition,N,2006-SEP-27,2006,SEP,27,Advanced Decomposition,N,N,N,N,N,N,N,,,,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,ADULT,,,420,in,estimate,20000,lb,estimate,Y,NEAq digital archive,Y,N,N,N,,,N,,,N,N,N,N,,N,N,N,,,N,,,,,,,,"Initial report received from Coast Guard on 26Sep06, near Tuckernuck Island, Nantucket. 27Sep06: Floating 1.5 nautical mile north of Eel Point buoy #2 on 9-27-06 at 41.21N, 070.120W in approx. 40 feet of water. Est. length 35 feet- no indication of entanglement - no sign of fishing gear, etc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE-2013-1154999,NEAQ-13-189-Bp,NER13-1504,Confirmed - Medium,"Whale, fin",Balaenoptera,physalus,Ready for Regional Validation,Katie Pugliares,New England Aquarium,New England Aquarium,,,,NE,,Nantucket,Nantucket,MA,Nantucket Sound,Monomoy Creek Rd,41.327,decimal degrees,estimate,–70.088,decimal degrees,estimate,Internet,N,,N,,N,N,N,1,actual,CBD,N,N,N,,N,n,,Y,,,,,,,,N,,N,,,,,,,,,,,,,2013-DEC-20,2013,DEC,20,Beach or Land,,,Mummified/Skeletal,Y,2013-DEC-21,2013,DEC,21,Mummified/Skeletal,N,N,N,N,N,N,N,,,,,,N,,N,,N,N,N,N,N,N,N,N,,N,,,,UNKNOWN,SUBADULT,N,Y,914,cm,estimate,3000,lb,estimate,Y,NEAq digital archive,Y,N,N,N,,,N,,,N,N,N,,,N,N,N,n,,N,,,,,,,,Appears to be just ventral surface of ~30 ft rorqual whale. Photos shared with NOAA NERO who id'd as fin whale. No samples collected.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE-1991-1051021,MH91-401Bp,BLANKNE12212,Confirmed - Medium Report,"Whale, fin",Balaenoptera,physalus,Validated,NEA,New England Aquarium,New England Aquarium,,,,NE,United States,Nantucket,Nantucket,MA,,unknown.,,,,,,,,N,,N,,N,N,N,1,,Y,N,N,Y,,N,,,,,,,,,,"long 1/2"" polypropylene line through mouth and trailing.",N,,N,N,N,,N,,,,,,,,,1991-JAN-01,1991,JAN,1,,,,Condition Unknown,N,1991-JAN-04,1991,JAN,4,Condition Unknown,N,N,N,N,N,N,N,,,,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,,,,1525,cm,actual,0,kg,estimate,Y,,Y,N,N,N,,,N,,,N,N,N,N,,N,N,N,,Data Sheet did not state whether a necropsy was performed (J.Cucksey).,N,,,,,,,,POSSIBLE entanglement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE-1991-1051017,MH91-400Mn,BLANKNE12208,Confirmed - High Report,"Whale, humpback",Megaptera,novaeangliae,Validated,NEA,New England Aquarium,New England Aquarium,,,,NE,United States,Nantucket,Nantucket,MA,,Muskegut Island.,41 20,decimal degrees,,70 18,decimal degrees,,,N,,N,,N,N,N,1,,N,N,N,N,,N,,,,,,,,,,,N,,N,N,N,,N,,,,,,,,,1991-JAN-25,1991,JAN,25,,,,Condition Unknown,N,1991-JAN-25,1991,JAN,25,Condition Unknown,N,N,N,N,N,N,N,,,,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,"Identified as ""Pegasus"".",FEMALE,,,,1340,cm,actual,0,kg,estimate,Y,,Y,N,N,N,,,N,,,N,N,N,N,,N,N,Y,to NEA,earbone. Data Sheet did not state whether a necropsy was performed (J.Cucksey).,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE-2014-1170833,IFAW14-180Mn,NER14-00956,Confirmed - High Report,"Whale, humpback",Megaptera,novaeangliae,OPEN,IFAW Staff,,IFAW Marine Mammal Rescue and Research,,,,NE,,Nantucket,Nantucket,MA,ATLANTIC,Miacomet Pond,41.2437,DECIMAL DEGREES,estimate,–70.1220,DECIMAL DEGREES,estimate,Other,N,0,N,,N,N,N,1,actual,Y,Y,N,Y,,N,,,Y,N,Y,N,,,,,N,,Y,N,Y,N,N,parts of skull broken pre-mortem,,Y,N,Y,N,,,2014-NOV-25,2014,NOV,25,Beach or Land,,,Moderate Decomposition,N,2014-NOV-30,2014,NOV,30,Moderate Decomposition,N,N,N,N,N,N,N,,,,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,FEMALE,SUBADULT,Y,N,910,cm,actual,,kg,actual,Y,,N,Y,N,N,,,N,,,N,N,N,N,,Y,N,N,"skin, baleen, partial histo, contam, biotox, infec. Disease samples",-subadult humpback whale carcass observed on beach on 11/25/14. Necropsy performed on 11/30/15. Animal had broken bones around skull indicating likely pre-mortem ship strike. Also was presence of healed entanglement marks on peduncle and flukes. Carcass buried at site.,Y,limited,fresh,2014-NOV-30,2014,NOV,30,IFAW staff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE-2017-1204066,NMFSGAR080817Mn,NER17-01293,Confirmed - Medium Report,"Whale, humpback",Megaptera,novaeangliae,OPEN,Mendy Garron,Greater Atlantic Regional Fisheries Office,NMFS,,,,NE,United States,Nantucket,Nantucket,MA,Atlantic Ocean,"36 Madequesham Vally Road, Nantucket",41.244043,decimal degrees,actual,–70.060549,decimal degrees,actual,GPS,N,,,,N,N,Y,,,CBD,N,N,N,,N,,,N,N,N,N,,,,,,,CBD,N,N,N,N,,,N,N,N,N,,,2017-AUG-08,2017,AUG,8,Floating,,,Advanced Decomposition,Y,,,,,,N,N,N,N,N,N,N,,,,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,UNKNOWN,Y,N,900,cm,estimate,,,,Y,Photos archived at GARFO,Y,N,N,N,,,N,,,N,N,N,N,,N,N,N,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE-2017-1204064,NMFSGAR050417Pm,NER17-01291,Confirmed - Medium Report,"Whale, sperm",Physeter,macrocephalus,OPEN,Mendy Garron,Greater Atlantic Regional Fisheries Office,NMFS,,,,NE,United States,,Nantucket,MA,Atlantic Ocean,~6 NM South of Nantucket,41.13367,decimal degrees,actual,–70.06783,decimal degrees,actual,GPS,N,,N,,N,N,N,,,CBD,N,N,N,,N,,,N,N,N,N,,,,,,,CBD,N,N,N,N,,,N,N,N,N,,,2017-MAY-04,2017,MAY,4,Floating,,,Advanced Decomposition,Y,,,,,,N,N,N,N,N,N,N,,,,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,UNKNOWN,Y,N,1219,cm,estimate,,,,Y,Observed by aerial survey. Photos housed at GARFO.,Y,N,N,N,,,N,,,N,N,N,N,,N,N,N,,,N,,,,,,,,Carcass landed on Martha's Vineyard on 5-16-17. No additional response was mounted.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE-2018-1207246,MMAN18-191,NER18-01578,Confirmed - High Report,"Whale, humpback",Megaptera,novaeangliae,OPEN,Scott Leonard,Marine Mammal Alliance Nantucket (MMAN),Marine Mammal Alliance Nantucket (MMAN),,,,NE,United States,,Nantucket,MA,,,,decimal degrees,,,decimal degrees,,,,,,,,,,,,Y,,,Y,,Y,fishing line entanglement,,,,,,,,,,,,,,,,,,,,,,,,,2018-SEP-02,2018,SEP,2,,,,Alive,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,Y,fishing line entanglement,,,UNKNOWN,,,,,,notMeasured,,,,Y,online,,,,,,,,,,,,,,,,,,,,N,,,,,,,,"Reported by Blair Perkins/WDC. An intern for WDC on-board a whale watch with Shearwater Excursions out of Nantucket sighted Lollipop with a monofilament entanglement on Sunday. The whale had been seen by the same whale watch earlier in the day gear free. Just before their last sighting of the whale, when the whale was below the surface, the crew heard a reel of a nearby boat paying out. On Lollipop's next surfacing they documented line from some unknown point forward on its body over the left fluke blade and trailing aft. The network is urged to keep an eye out for this whale. Document the left side of its body, and...can't read the rest.",,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,
NE-2018-1207197,MMAN18-164,NER18-01551,Confirmed - High Report,"Whale, humpback",Megaptera,novaeangliae,OPEN,Scott Leonard,Marine Mammal Alliance Nantucket (MMAN),Marine Mammal Alliance Nantucket (MMAN),,,,NE,United States,,Nantucket,MA,,Swimming south shore of island Beach access 20b),,decimal degrees,,,decimal degrees,,,,,,,,,,,,Y,,,C,,Y,reported to be entangled,,,,,,,,,,,,,,,,,,,,,,,,,2018-JUL-14,2018,JUL,14,,,,Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,notMeasured,,,,Y,online,,,,,,,,,,,,,,,,,,,,N,,,,,,,,Reported by public. Entangled/swimming approximately 600-800m off beach. Information passed to NOAA/CCS. Found at least two humpbacks and one NARW on response to location. I did not personally see the entanglement. On 7/15/18 - eyes on the water; tried to locate again.,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,
NE-2018-1207244,MMAN18-189,NER18-01576,Confirmed - High Report,"Whale, right, North Atlantic",Eubalaena,glacialis,OPEN,Scott Leonard,Marine Mammal Alliance Nantucket (MMAN),Marine Mammal Alliance Nantucket (MMAN),,,,NE,United States,,Nantucket,MA,,Between Martha's Vineyard & Nantucket,,decimal degrees,,,decimal degrees,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-AUG-28,2018,AUG,28,,,,Advanced Decomposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE,SUBADULT,,,,,notMeasured,,,,Y,photos/video online,Y,,,,,,,,,,,,,,,,,,,N,,,,,,,,"Reported by public. Folks sailing came across carcass and reported to MMAN Hotline. MMAN reported to IFAW/NOAA/USCG & NEAq. Blair Perkins found animal and reported position. Likely the same animal that was reported (8/27/18) of Martha's Vineyard. Kept in loop with Michael Moore, Brian Sharp, Ainsley Smith. Now satellite tagged and floating (8/29/18).",Satellite tagged 8/29/18,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,
NE-2014-1187146,NMFSGAR071214Eg,NER14-01011,Confirmed - Medium Report,"Whale, right, North Atlantic",Eubalaena,glacialis,OPEN,Mendy Garron,Greater Atlantic Regional Fisheries Office,Greater Atlantic Regional Fisheries Office,,,,NE,United States,Tuckernuck Island,Nantucket,MA,Atlantic Ocean,approximately 18 miles south of Tuckernuck Island,41.1,decimal degrees,estimate,–70.17,decimal degrees,estimate,Map,N,,N,,N,N,N,,,CBD,N,N,N,,N,,,N,N,N,N,,,,,,,,N,N,N,N,,,N,N,N,N,,,2014-JUL-12,2014,JUL,12,Floating,,,Moderate Decomposition,N,2014-JUL-12,2014,JUL,12,Moderate Decomposition,N,N,N,N,N,N,N,,,,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,UNKNOWN,Y,N,0,cm,estimate,,,,Y,carcus was found later in the day and fisherman posted on youtube a video of white sharks scavenging on the carcass. video footage and video confirmed species,N,N,N,N,,,N,,,N,N,N,N,,N,N,N,,currently developing plans to relocate the carcass for further assessment and documentation,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE-2018-1211639,NMFSGAR052218Mn,NER18-01850,Confirmed - Medium Report,"Whale, humpback",Megaptera,novaeangliae,OPEN,Ainsley Smith,,Greater Atlantic Regional Fisheries Office,,,,NE,United States,,Nantucket,MA,,"~18 NM S. of Nantucket, MA",41.01247,decimal degrees,,–70.42068,decimal degrees,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-MAY-22,2018,MAY,22,Floating,,,Moderate Decomposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,UNKNOWN,,,950,cm,estimate,,,,Y,,Y,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,
NE-2017-1211871,NMFSGAR080817Mn,NER17-01325,Confirmed - Minimum,"Whale, humpback",Megaptera,novaeangliae,OPEN,Mendy Garron,Greater Atlantic Regional Fisheries Office,Greater Atlantic Regional Fisheries Office,,,,NE,United States,,Nantucket,MA,Atlantic Ocean,36 Madequesham Vally Road,41.244043,decimal degrees,,–70.060549,decimal degrees,,,N,,N,,N,N,N,,,N,N,N,N,,N,,,N,N,N,N,,,,,,,,N,N,N,N,,,N,N,N,N,,,2017-AUG-08,2017,AUG,8,,,,Advanced Decomposition,N,,,,,,N,N,N,N,N,N,N,,,,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,,N,N,360,in,estimate,,,,Y,,Y,N,N,N,,,N,,,N,N,N,N,,N,N,N,,,N,,,,,,,,ACO responded and obtained photos. Carcass is in the surf and left at site.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE-1999-1039043,BLANK-NE1318,S199908MAC014,Unconfirmed,"Whale, minke",Balaenoptera,acutorostrata,Validated,Glenn Salvador,,National Marine Fisheries Service,,,,NE,United States,GLOUCESTER,Ipswich,MA,Atlantic Ocean,BRACES COVE,4235.7,decimal degrees,,7038.26,decimal degrees,,,N,,N,,N,N,N,1,,CBD,N,N,N,,N,,,,,,,,,,too decomposed to determine.,N,,,N,N,,N,,,,,,,,too decomposed to determine.,1999-AUG-18,1999,AUG,18,,,,Advanced Decomposition,N,1999-AUG-18,1999,AUG,18,Advanced Decomposition,N,N,N,N,N,N,N,,,,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,UNKNOWN,,,457,cm,actual,,lb,actual,Y,,Y,N,N,N,,,N,,,N,N,N,N,,N,N,N,,skin for genetics,N,,,,,,,,Whale was very decomposed and had washed across and got hung up in near shore lobster gear. No signs of human interaction on carcass.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE-2012-1145513,NMFSNER041312Ba,NER12-2365,Confirmed - Medium Report,"Whale, minke",Balaenoptera,acutorostrata,Validated,Lanni Hall,,NOAA Fisheries Northeast Regional Office,,,,NE,United States,,Eez,MA,Atlantic Ocean,Off Cape Cod,42.0518,decimal degrees,actual,–70.0283,decimal degrees,actual,GPS,N,,N,,N,N,N,,,CBD,N,N,N,,N,,,Y,N,N,N,,,,,N,,CBD,N,N,N,N,,,Y,N,N,N,,,2012-APR-13,2012,APR,13,Floating,,,Fresh Dead,Y,,,,,,N,N,N,N,N,N,N,,,,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,UNKNOWN,Y,N,0,cm,estimate,0,kg,estimate,Y,"PCCS, NERO",Y,N,N,N,,,N,,,N,N,N,N,,N,N,N,,,NA,,,,,,,,Photographed by PCCS aerial survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE-2012-1139808,MJM07MAR2012Eg,NER12-0403,Confirmed - Medium Report,"Whale, right, North Atlantic",Eubalaena,glacialis,Validated,Michael J. Moore,,NOAA Fisheries Northeast Regional Office,,,,NE,United States,,Eez,MA,Atlantic Ocean,SE Cashes Ledge,42.713,decimal degrees,actual,–69.281,decimal degrees,actual,GPS,N,,N,,N,N,N,,,CBD,N,N,N,,N,,,Y,N,N,N,,,,,,,CBD,N,N,N,N,,,Y,N,N,N,,,2012-MAR-02,2012,MAR,2,Floating,,,Moderate Decomposition,N,2012-MAR-07,2012,MAR,7,Moderate Decomposition,N,N,N,N,N,N,N,,,,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,UNKNOWN,N,Y,1524,cm,estimate,50000,kg,estimate,Y,NMFS NERO,Y,N,N,N,,,N,,,N,N,N,N,,Y,N,N,,Genetics,NA,,,,,,,,Observed by USCG Falcon Jet 3-2-2012. Relocated through CG SAROPS 3-7-2012. Sea conditions prevented tow. Photos and a genetics sample were taken. Boat captain described no entangling gear or lacerations. HI=Could not be determined.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE-2012-1145515,NMFSNER052012Mn,NER12-2367,Confirmed - Medium Report,"Whale, humpback",Megaptera,novaeangliae,Validated,Lanni Hall,,NOAA Fisheries Northeast Regional Office,,,,NE,United States,,Eez,MA,Atlantic Ocean,"140 miles East of Race Point, MA",43.00999,decimal degrees,actual,–67.8293,decimal degrees,actual,GPS,N,,N,,N,N,N,,,CBD,N,N,N,,N,,,Y,N,N,N,,,,,,,CBD,N,N,N,N,,,Y,N,N,N,,,2012-MAY-20,2012,MAY,20,Floating,,,Moderate Decomposition,Y,,,,,,N,N,N,N,N,N,N,,,,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,UNKNOWN,Y,N,0,cm,estimate,0,kg,estimate,Y,"NEFSC, NERO",Y,N,N,N,,,N,,,N,N,N,N,,N,N,N,,,NA,,,,,,,,Photographed by NEFSC aerial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE-2013-1150996,NMFSNER060613Mn,NER13-0892,Confirmed - Medium Report,"Whale, humpback",Megaptera,novaeangliae,Ready for Regional Validation,Lanni Hall,,NOAA Fisheries Northeast Regional Office,,,,NE,United States,Nantucket,Eez,MA,Atlantic Ocean,28 mi S of Nantucket,40.701,decimal degrees,actual,–70.042,decimal degrees,actual,GPS,N,,N,,N,N,N,,,CBD,N,N,N,,N,,,Y,N,N,N,,,,,,,CBD,N,N,N,N,,,Y,N,N,N,,,2013-JUN-06,2013,JUN,6,Floating,,,Advanced Decomposition,Y,,,,,Advanced Decomposition,N,N,N,N,N,N,N,,,,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,UNKNOWN,N,Y,1000,cm,estimate,0,kg,actual,Y,NERO large whale files,Y,N,N,N,,,N,,,N,N,N,N,,N,N,N,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE-2013-1151009,NMFSNER060613,NER13-0891,Confirmed - Medium Report,"Whale, humpback",Megaptera,novaeangliae,Ready for Regional Validation,Lanni Hall,,NOAA Fisheries Northeast Regional Office,,,,NE,United States,Nantucket,Eez,MA,Atlantic Ocean,28 mi S of Nantucket,40.701,decimal degrees,actual,–70.042,decimal degrees,actual,GPS,N,,N,,N,N,N,,,CBD,N,N,N,,N,,,Y,N,N,N,,,,,,,CBD,N,N,N,N,,,Y,N,N,N,,,2013-JUN-06,2013,JUN,6,Floating,,,Advanced Decomposition,Y,,,,,Advanced Decomposition,N,N,N,N,N,N,N,,,,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,UNKNOWN,N,Y,1000,cm,estimate,0,kg,actual,Y,NERO large whale files,Y,N,N,N,,,N,,,N,N,N,N,,N,N,N,,,NA,,,,,,,,Observed by NEAq aerial. No response due to advanced decomp state.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE-2012-1145514,NMFSNER050312Pm,NER12-2366,Confirmed - Medium Report,"Whale, sperm",Physeter,macrocephalus,Validated,Lanni Hall,,NOAA Fisheries Northeast Regional Office,,,,NE,United States,,Eez,MA,Atlantic Ocean,196 miles due east of Nantucket Island,41.405,decimal degrees,actual,–66.213,decimal degrees,actual,GPS,N,,N,,N,N,N,,,CBD,N,N,N,,N,,,Y,N,N,N,,,,,,,CBD,N,N,N,N,,,Y,N,N,N,,,2012-MAY-03,2012,MAY,3,Floating,,,Advanced Decomposition,Y,,,,,,N,N,N,N,N,N,N,,,,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,UNKNOWN,Y,N,0,cm,estimate,0,kg,estimate,Y,"NEFSC, NERO",Y,N,N,N,,,N,,,N,N,N,N,,N,N,N,,,NA,,,,,,,,Photographed by NEFSC aerial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
