"","doy","t","temp","seas","thresh","threshCriterion","durationCriterion","event","event_no"
"10567",341,2021-12-06,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10568",342,2021-12-07,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10569",343,2021-12-08,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10570",344,2021-12-09,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10571",345,2021-12-10,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10572",346,2021-12-11,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10573",347,2021-12-12,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10574",348,2021-12-13,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10575",349,2021-12-14,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10576",350,2021-12-15,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10577",351,2021-12-16,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10578",352,2021-12-17,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10579",353,2021-12-18,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10580",354,2021-12-19,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10581",355,2021-12-20,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10582",356,2021-12-21,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10583",357,2021-12-22,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10584",358,2021-12-23,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10585",359,2021-12-24,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10586",360,2021-12-25,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10587",361,2021-12-26,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10588",362,2021-12-27,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10589",363,2021-12-28,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10590",364,2021-12-29,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10591",365,2021-12-30,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10592",366,2021-12-31,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10593",1,2022-01-01,10.2336102774957,NA,NA,FALSE,FALSE,FALSE,NA
"10594",2,2022-01-02,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10595",3,2022-01-03,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10596",4,2022-01-04,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10597",5,2022-01-05,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10598",6,2022-01-06,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10599",7,2022-01-07,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10600",8,2022-01-08,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10601",9,2022-01-09,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10602",10,2022-01-10,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10603",11,2022-01-11,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10604",12,2022-01-12,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10605",13,2022-01-13,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10606",14,2022-01-14,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10607",15,2022-01-15,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10608",16,2022-01-16,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10609",17,2022-01-17,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10610",18,2022-01-18,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10611",19,2022-01-19,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10612",20,2022-01-20,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10613",21,2022-01-21,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10614",22,2022-01-22,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10615",23,2022-01-23,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10616",24,2022-01-24,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10617",25,2022-01-25,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10618",26,2022-01-26,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10619",27,2022-01-27,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10620",28,2022-01-28,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10621",29,2022-01-29,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10622",30,2022-01-30,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10623",31,2022-01-31,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10624",32,2022-02-01,8.44178148740675,NA,NA,FALSE,FALSE,FALSE,NA
"10625",33,2022-02-02,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10626",34,2022-02-03,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10627",35,2022-02-04,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10628",36,2022-02-05,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10629",37,2022-02-06,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10630",38,2022-02-07,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10631",39,2022-02-08,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10632",40,2022-02-09,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10633",41,2022-02-10,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10634",42,2022-02-11,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10635",43,2022-02-12,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10636",44,2022-02-13,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10637",45,2022-02-14,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10638",46,2022-02-15,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10639",47,2022-02-16,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10640",48,2022-02-17,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10641",49,2022-02-18,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10642",50,2022-02-19,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10643",51,2022-02-20,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10644",52,2022-02-21,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10645",53,2022-02-22,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10646",54,2022-02-23,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10647",55,2022-02-24,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10648",56,2022-02-25,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10649",57,2022-02-26,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10650",58,2022-02-27,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10651",59,2022-02-28,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10652",61,2022-03-01,8.36428978203274,NA,NA,FALSE,FALSE,FALSE,NA
"10653",62,2022-03-02,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10654",63,2022-03-03,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10655",64,2022-03-04,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10656",65,2022-03-05,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10657",66,2022-03-06,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10658",67,2022-03-07,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10659",68,2022-03-08,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10660",69,2022-03-09,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10661",70,2022-03-10,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10662",71,2022-03-11,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10663",72,2022-03-12,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10664",73,2022-03-13,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10665",74,2022-03-14,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10666",75,2022-03-15,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10667",76,2022-03-16,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10668",77,2022-03-17,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10669",78,2022-03-18,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10670",79,2022-03-19,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10671",80,2022-03-20,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10672",81,2022-03-21,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10673",82,2022-03-22,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10674",83,2022-03-23,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10675",84,2022-03-24,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10676",85,2022-03-25,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10677",86,2022-03-26,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10678",87,2022-03-27,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10679",88,2022-03-28,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10680",89,2022-03-29,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10681",90,2022-03-30,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10682",91,2022-03-31,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10683",92,2022-04-01,8.70444424668463,NA,NA,FALSE,FALSE,FALSE,NA
"10684",93,2022-04-02,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10685",94,2022-04-03,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10686",95,2022-04-04,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10687",96,2022-04-05,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10688",97,2022-04-06,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10689",98,2022-04-07,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10690",99,2022-04-08,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10691",100,2022-04-09,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10692",101,2022-04-10,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10693",102,2022-04-11,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10694",103,2022-04-12,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10695",104,2022-04-13,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10696",105,2022-04-14,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10697",106,2022-04-15,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10698",107,2022-04-16,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10699",108,2022-04-17,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10700",109,2022-04-18,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10701",110,2022-04-19,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10702",111,2022-04-20,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10703",112,2022-04-21,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10704",113,2022-04-22,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10705",114,2022-04-23,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10706",115,2022-04-24,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10707",116,2022-04-25,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10708",117,2022-04-26,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10709",118,2022-04-27,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10710",119,2022-04-28,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10711",120,2022-04-29,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10712",121,2022-04-30,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10713",122,2022-05-01,9.05207723379135,NA,NA,FALSE,FALSE,FALSE,NA
"10714",123,2022-05-02,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10715",124,2022-05-03,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10716",125,2022-05-04,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10717",126,2022-05-05,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10718",127,2022-05-06,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10719",128,2022-05-07,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10720",129,2022-05-08,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10721",130,2022-05-09,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10722",131,2022-05-10,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10723",132,2022-05-11,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10724",133,2022-05-12,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10725",134,2022-05-13,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10726",135,2022-05-14,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10727",136,2022-05-15,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10728",137,2022-05-16,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10729",138,2022-05-17,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10730",139,2022-05-18,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10731",140,2022-05-19,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10732",141,2022-05-20,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10733",142,2022-05-21,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10734",143,2022-05-22,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10735",144,2022-05-23,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10736",145,2022-05-24,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10737",146,2022-05-25,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10738",147,2022-05-26,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10739",148,2022-05-27,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10740",149,2022-05-28,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10741",150,2022-05-29,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10742",151,2022-05-30,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10743",152,2022-05-31,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10744",153,2022-06-01,9.44454564626624,NA,NA,FALSE,FALSE,FALSE,NA
"10745",154,2022-06-02,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10746",155,2022-06-03,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10747",156,2022-06-04,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10748",157,2022-06-05,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10749",158,2022-06-06,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10750",159,2022-06-07,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10751",160,2022-06-08,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10752",161,2022-06-09,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10753",162,2022-06-10,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10754",163,2022-06-11,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10755",164,2022-06-12,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10756",165,2022-06-13,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10757",166,2022-06-14,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10758",167,2022-06-15,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10759",168,2022-06-16,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10760",169,2022-06-17,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10761",170,2022-06-18,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10762",171,2022-06-19,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10763",172,2022-06-20,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10764",173,2022-06-21,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10765",174,2022-06-22,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10766",175,2022-06-23,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10767",176,2022-06-24,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10768",177,2022-06-25,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10769",178,2022-06-26,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10770",179,2022-06-27,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10771",180,2022-06-28,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10772",181,2022-06-29,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10773",182,2022-06-30,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10774",183,2022-07-01,10.4150945526071,NA,NA,FALSE,FALSE,FALSE,NA
"10775",184,2022-07-02,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10776",185,2022-07-03,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10777",186,2022-07-04,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10778",187,2022-07-05,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10779",188,2022-07-06,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10780",189,2022-07-07,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10781",190,2022-07-08,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10782",191,2022-07-09,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10783",192,2022-07-10,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10784",193,2022-07-11,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10785",194,2022-07-12,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10786",195,2022-07-13,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10787",196,2022-07-14,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10788",197,2022-07-15,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10789",198,2022-07-16,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10790",199,2022-07-17,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10791",200,2022-07-18,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10792",201,2022-07-19,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10793",202,2022-07-20,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10794",203,2022-07-21,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10795",204,2022-07-22,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10796",205,2022-07-23,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10797",206,2022-07-24,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10798",207,2022-07-25,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10799",208,2022-07-26,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10800",209,2022-07-27,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10801",210,2022-07-28,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10802",211,2022-07-29,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10803",212,2022-07-30,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10804",213,2022-07-31,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10805",214,2022-08-01,10.5205832443586,NA,NA,FALSE,FALSE,FALSE,NA
"10806",215,2022-08-02,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10807",216,2022-08-03,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10808",217,2022-08-04,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10809",218,2022-08-05,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10810",219,2022-08-06,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10811",220,2022-08-07,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10812",221,2022-08-08,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10813",222,2022-08-09,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10814",223,2022-08-10,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10815",224,2022-08-11,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10816",225,2022-08-12,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10817",226,2022-08-13,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10818",227,2022-08-14,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10819",228,2022-08-15,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10820",229,2022-08-16,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10821",230,2022-08-17,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10822",231,2022-08-18,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10823",232,2022-08-19,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10824",233,2022-08-20,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10825",234,2022-08-21,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10826",235,2022-08-22,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10827",236,2022-08-23,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10828",237,2022-08-24,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10829",238,2022-08-25,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10830",239,2022-08-26,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10831",240,2022-08-27,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10832",241,2022-08-28,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10833",242,2022-08-29,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10834",243,2022-08-30,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10835",244,2022-08-31,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10836",245,2022-09-01,10.989327456893,NA,NA,FALSE,FALSE,FALSE,NA
"10837",246,2022-09-02,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10838",247,2022-09-03,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10839",248,2022-09-04,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10840",249,2022-09-05,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10841",250,2022-09-06,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10842",251,2022-09-07,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10843",252,2022-09-08,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10844",253,2022-09-09,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10845",254,2022-09-10,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10846",255,2022-09-11,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10847",256,2022-09-12,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10848",257,2022-09-13,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10849",258,2022-09-14,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10850",259,2022-09-15,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10851",260,2022-09-16,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10852",261,2022-09-17,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10853",262,2022-09-18,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10854",263,2022-09-19,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10855",264,2022-09-20,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10856",265,2022-09-21,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10857",266,2022-09-22,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10858",267,2022-09-23,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10859",268,2022-09-24,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10860",269,2022-09-25,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10861",270,2022-09-26,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10862",271,2022-09-27,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10863",272,2022-09-28,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10864",273,2022-09-29,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10865",274,2022-09-30,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10866",275,2022-10-01,12.5195240494682,NA,NA,FALSE,FALSE,FALSE,NA
"10867",276,2022-10-02,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10868",277,2022-10-03,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10869",278,2022-10-04,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10870",279,2022-10-05,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10871",280,2022-10-06,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10872",281,2022-10-07,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10873",282,2022-10-08,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10874",283,2022-10-09,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10875",284,2022-10-10,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10876",285,2022-10-11,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10877",286,2022-10-12,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10878",287,2022-10-13,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10879",288,2022-10-14,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10880",289,2022-10-15,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10881",290,2022-10-16,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10882",291,2022-10-17,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10883",292,2022-10-18,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10884",293,2022-10-19,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10885",294,2022-10-20,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10886",295,2022-10-21,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10887",296,2022-10-22,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10888",297,2022-10-23,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10889",298,2022-10-24,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10890",299,2022-10-25,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10891",300,2022-10-26,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10892",301,2022-10-27,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10893",302,2022-10-28,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10894",303,2022-10-29,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10895",304,2022-10-30,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10896",305,2022-10-31,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10897",306,2022-11-01,12.2368430077303,NA,NA,FALSE,FALSE,FALSE,NA
"10898",307,2022-11-02,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10899",308,2022-11-03,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10900",309,2022-11-04,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10901",310,2022-11-05,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10902",311,2022-11-06,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10903",312,2022-11-07,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10904",313,2022-11-08,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10905",314,2022-11-09,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10906",315,2022-11-10,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10907",316,2022-11-11,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10908",317,2022-11-12,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10909",318,2022-11-13,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10910",319,2022-11-14,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10911",320,2022-11-15,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10912",321,2022-11-16,NA,NA,NA,FALSE,FALSE,FALSE,NA
"10913",322,2022-11-17,NA,NA,NA,FALSE,FALSE,FALSE,NA
