# ---------------------------------- WARNING ----------------------------------------,,,,,,,,
# Some of the data that you have obtained from this U.S. Geological Survey database,,,,,,,,
# may not have received Director's approval. Any such data values are qualified,,,,,,,,
# as provisional and are subject to revision. Provisional data are released on the,,,,,,,,
# condition that neither the USGS nor the United States Government may be held liable,,,,,,,,
# for any damages resulting from its use.,,,,,,,,
#,,,,,,,,
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement,,,,,,,,
#,,,,,,,,
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output,,,,,,,,
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals,,,,,,,,
#,,,,,,,,
# Contact:   gs-w_waterdata_support@usgs.gov,,,,,,,,
# retrieved: 2022-09-29 12:40:46 EDT       (caww01),,,,,,,,
#,,,,,,,,
# Data for the following 1 site(s) are contained in this file,,,,,,,,
#    USGS 01310740 REYNOLDS CHANNEL AT POINT LOOKOUT NY,,,,,,,,
# -----------------------------------------------------------------------------------,,,,,,,,
#,,,,,,,,
# Data provided for site 01310740,,,,,,,,
#            TS   parameter     statistic     Description,,,,,,,,
"#        104823       90860     00001     Salinity, water, unfiltered, practical salinity units at 25 degrees Celsius (Maximum), monitor",,,,,,,,
"#        104824       90860     00002     Salinity, water, unfiltered, practical salinity units at 25 degrees Celsius (Minimum), monitor",,,,,,,,
"#        104825       90860     00003     Salinity, water, unfiltered, practical salinity units at 25 degrees Celsius (Mean), monitor",,,,,,,,
#,,,,,,,,
# Data-value qualification codes included in this output:,,,,,,,,
#        ,,,,,,,,
#     A  Approved for publication -- Processing and review completed.,,,,,,,,
#     P  Provisional data subject to revision.,,,,,,,,
#     4  Statistic computed from less than expected number of instantaneous values for the period,,,,,,,,
# ,,,,,,,,
agency_cd,site_no,datetime,104823_90860_00001,104823_90860_00001_cd,104824_90860_00002,104824_90860_00002_cd,104825_90860_00003,104825_90860_00003_cd
USGS,1310740,1/9/18,33,A,32.1,A,32.6,A
USGS,1310740,1/10/18,32.7,A,32.1,A,32.5,A
USGS,1310740,1/11/18,32.5,A,31.8,A,32.2,A
USGS,1310740,1/12/18,32.1,A,31.1,A,31.8,A
USGS,1310740,1/13/18,32.2,A,30.6,A,31.5,A
USGS,1310740,1/14/18,32.6,A,30.8,A,31.9,A
USGS,1310740,1/15/18,32.7,A,31.1,A,32.2,A
USGS,1310740,1/16/18,32.5,A,31.5,A,32.2,A
USGS,1310740,1/17/18,32.4,A,31.2,A,31.9,A
USGS,1310740,1/18/18,32.3,A,31.2,A,31.9,A
USGS,1310740,1/19/18,32.4,A,31.2,A,32,A
USGS,1310740,1/20/18,32.5,A,31.1,A,31.9,A
USGS,1310740,1/21/18,32.4,A,31,A,31.8,A
USGS,1310740,1/22/18,32.3,A,31.1,A,31.8,A
USGS,1310740,1/23/18,32.2,A,30.7,A,31.6,A
USGS,1310740,1/24/18,32,A,30.4,A,31.2,A
USGS,1310740,1/25/18,31.9,A,30.6,A,31.2,A
USGS,1310740,1/26/18,32.6,A:[4],30.8,A:[4],31.8,A:[4]
USGS,1310740,1/27/18,32.7,A,31.6,A,32.3,A
USGS,1310740,1/28/18,32.7,A,31.4,A,32.2,A
USGS,1310740,1/29/18,32.6,A,31.4,A,32.2,A
USGS,1310740,1/30/18,32.6,A,31.6,A,32.3,A
USGS,1310740,1/31/18,32.7,A,31.8,A,32.4,A
USGS,1310740,2/1/18,32.8,A,32.1,A,32.5,A
USGS,1310740,2/2/18,32.7,A,31.9,A,32.4,A
USGS,1310740,2/3/18,32.8,A,32,A,32.6,A
USGS,1310740,2/4/18,32.9,A,32.3,A,32.6,A
USGS,1310740,2/5/18,32.7,A,31.4,A,32.1,A
USGS,1310740,2/6/18,32.7,A,31.5,A,32.3,A
USGS,1310740,2/7/18,32.8,A,31.4,A,32.3,A
USGS,1310740,2/8/18,32.5,A,30.7,A,31.7,A
USGS,1310740,2/9/18,32.4,A,31,A,31.9,A
USGS,1310740,2/10/18,32.4,A,31,A,31.9,A
USGS,1310740,2/11/18,32.4,A,30.2,A,31.6,A
USGS,1310740,2/12/18,32.2,A,29.5,A,31.1,A
USGS,1310740,2/13/18,32.2,A,29.5,A,31.2,A
USGS,1310740,2/14/18,32.3,A,30,A,31.5,A
USGS,1310740,2/15/18,32.2,A,30.1,A,31.5,A
USGS,1310740,2/16/18,32.2,A,30.3,A,31.4,A
USGS,1310740,2/17/18,32.2,A,30.4,A,31.5,A
USGS,1310740,2/18/18,32.1,A,30.4,A,31.4,A
USGS,1310740,2/19/18,32.2,A,30.6,A,31.6,A
USGS,1310740,2/20/18,32.2,A,30.5,A,31.5,A
USGS,1310740,2/21/18,32.2,A,30.4,A,31.6,A
USGS,1310740,2/22/18,32.1,A,30.4,A,31.4,A
USGS,1310740,2/23/18,32,A,30.5,A,31.4,A
USGS,1310740,2/24/18,31.7,A,30.3,A,31.1,A
USGS,1310740,2/25/18,31.9,A,29.6,A,31,A
USGS,1310740,2/26/18,31.7,A,29.7,A,30.9,A
USGS,1310740,2/27/18,31.7,A,29.8,A,31,A
USGS,1310740,2/28/18,31.7,A,30,A,31.2,A
USGS,1310740,3/1/18,31.8,A,30.3,A,31.3,A
USGS,1310740,3/2/18,31.3,A,27.7,A,30,A
USGS,1310740,3/3/18,31.3,A,29.2,A,30.4,A
USGS,1310740,3/4/18,31.1,A,30,A,30.6,A
USGS,1310740,3/5/18,31.1,A,30,A,30.6,A
USGS,1310740,3/6/18,31.1,A,30.2,A,30.7,A
USGS,1310740,3/7/18,31.1,A,30,A,30.5,A
USGS,1310740,3/8/18,30.5,A,29.2,A,29.8,A
USGS,1310740,3/9/18,30.8,A,28.8,A,29.7,A
USGS,1310740,3/10/18,31.2,A,28.9,A,29.9,A
USGS,1310740,3/11/18,31.2,A,29.2,A,30.2,A
USGS,1310740,3/12/18,31.4,A,29.6,A,30.7,A
USGS,1310740,3/13/18,31.2,A,29.4,A,30.5,A
USGS,1310740,3/14/18,31.8,A,29.6,A,30.4,A
USGS,1310740,3/15/18,31.7,A,29.9,A,30.8,A
USGS,1310740,3/16/18,32,A,30,A,31,A
USGS,1310740,3/17/18,32.4,A,30.4,A,31.3,A
USGS,1310740,3/18/18,32.2,A,30.6,A,31.5,A
USGS,1310740,3/19/18,32.1,A,30.9,A,31.6,A
USGS,1310740,3/20/18,31.6,A,31,A,31.3,A
USGS,1310740,3/21/18,31.7,A,30.9,A,31.2,A
USGS,1310740,3/22/18,31.1,A,30.1,A,30.7,A
USGS,1310740,3/23/18,31.3,A:[4],30.3,A:[4],30.8,A:[4]
USGS,1310740,3/24/18,31.5,A,30.3,A,30.9,A
USGS,1310740,3/25/18,31.5,A,30.5,A,31.1,A
USGS,1310740,3/26/18,31.4,A,30.5,A,31.1,A
USGS,1310740,3/27/18,31.5,A,30.4,A,31.1,A
USGS,1310740,3/28/18,31.6,A,30.5,A,31.2,A
USGS,1310740,3/29/18,31.5,A,30.5,A,31.1,A
USGS,1310740,3/30/18,31.6,A,30.5,A,31.1,A
USGS,1310740,3/31/18,31.5,A,30.4,A,31,A
USGS,1310740,4/1/18,31.6,A,30.6,A,31.1,A
USGS,1310740,4/2/18,31.5,A,30.5,A,31,A
USGS,1310740,4/3/18,31.4,A,30.6,A,31.1,A
USGS,1310740,4/4/18,31.2,A,30.3,A,30.9,A
USGS,1310740,4/5/18,31.1,A,30.2,A,30.7,A
USGS,1310740,4/6/18,30.9,A,30,A,30.5,A
USGS,1310740,4/7/18,31.4,A,30.1,A,30.5,A
USGS,1310740,4/8/18,31,A,29.9,A,30.6,A
USGS,1310740,4/9/18,31.3,A,29.8,A,30.7,A
USGS,1310740,4/10/18,31.4,A,29.8,A,30.6,A
USGS,1310740,4/11/18,31.8,A,29.8,A,31,A
USGS,1310740,4/12/18,31.5,A,29.9,A,30.9,A
USGS,1310740,4/13/18,31.2,A,28.9,A,30.2,A
USGS,1310740,4/14/18,31.2,A,29.5,A,30.3,A
USGS,1310740,4/15/18,31.5,A,30.5,A,30.9,A
USGS,1310740,4/16/18,31.7,A,29.2,A,30.6,A
USGS,1310740,4/17/18,31.6,A,29.3,A,30.3,A
USGS,1310740,4/18/18,31.1,A,29.7,A,30.4,A
USGS,1310740,4/19/18,31.1,A,29.8,A,30.5,A
USGS,1310740,4/20/18,31.5,A,29.7,A,30.5,A
USGS,1310740,4/21/18,31.4,A,30,A,30.8,A
USGS,1310740,4/22/18,31.4,A,30.1,A,30.9,A
USGS,1310740,4/23/18,31.4,A,30.2,A,30.8,A
USGS,1310740,4/24/18,30.8,A,29.8,A,30.3,A
USGS,1310740,4/25/18,30.3,A,28,A,29,A
USGS,1310740,4/26/18,30.7,A,28.6,A,29.7,A
USGS,1310740,4/27/18,31.2,A,28.7,A,30,A
USGS,1310740,4/28/18,30.5,A,28.9,A,29.9,A
USGS,1310740,4/29/18,30.7,A,29,A,29.9,A
USGS,1310740,4/30/18,30.9,A,29.2,A,30.1,A
USGS,1310740,5/1/18,31.2,A,29.5,A,30.5,A
USGS,1310740,5/2/18,31.2,A,29.8,A,30.6,A
USGS,1310740,5/3/18,30.8,A,29.3,A,30.3,A
USGS,1310740,5/4/18,30.8,A,28.9,A,29.9,A
USGS,1310740,5/5/18,31.3,A,29.1,A,29.9,A
USGS,1310740,5/6/18,30.8,A,29.2,A,30.2,A
USGS,1310740,5/7/18,30.7,A,29.3,A,29.9,A
USGS,1310740,5/8/18,30.6,A,29,A,29.9,A
USGS,1310740,5/9/18,30.1,A,28.2,A,29.2,A
USGS,1310740,5/10/18,29.5,A,28.4,A,29.2,A
USGS,1310740,5/11/18,30.9,A,27.8,A,29.3,A
USGS,1310740,5/12/18,30.9,A,28.2,A,29.7,A
USGS,1310740,5/13/18,30.6,A,28.2,A,29.6,A
USGS,1310740,5/14/18,30.1,A,28.5,A,29.5,A
USGS,1310740,5/15/18,30.4,A,28.6,A,29.7,A
USGS,1310740,5/16/18,30.5,A,28.7,A,29.7,A
USGS,1310740,5/17/18,30,A,28.4,A,29.5,A
USGS,1310740,5/18/18,30.3,A,28.6,A,29.7,A
USGS,1310740,5/19/18,30.2,A,28.7,A,29.5,A
USGS,1310740,5/20/18,29.9,A,28.3,A,29.2,A
USGS,1310740,5/21/18,30,A,28.4,A,29.3,A
USGS,1310740,5/22/18,29.9,A,28.6,A,29.4,A
USGS,1310740,5/23/18,29.7,A,28.5,A,29.2,A
USGS,1310740,5/24/18,29.9,A,28.4,A,29.3,A
USGS,1310740,5/25/18,30.1,A,28.6,A,29.5,A
USGS,1310740,5/26/18,30.3,A,28.8,A,29.7,A
USGS,1310740,5/27/18,30.6,A,28.8,A,29.9,A
USGS,1310740,5/28/18,30.2,A,28.8,A,29.6,A
USGS,1310740,5/29/18,30.2,A,28.9,A,29.7,A
USGS,1310740,5/30/18,30.2,A,29.1,A,29.8,A
USGS,1310740,5/31/18,30.4,A,29.2,A,29.9,A
USGS,1310740,6/1/18,30.3,A,29.1,A,29.9,A
USGS,1310740,6/2/18,30.2,A,29,A,29.7,A
USGS,1310740,6/3/18,30.1,A,29.2,A,29.7,A
USGS,1310740,6/4/18,30.3,A,29,A,29.6,A
USGS,1310740,6/5/18,30.3,A,28.7,A,29.6,A
USGS,1310740,6/6/18,30.4,A,28.7,A,29.7,A
USGS,1310740,6/7/18,30.3,A,28.8,A,29.7,A
USGS,1310740,6/8/18,30.4,A,28.6,A,29.7,A
USGS,1310740,6/9/18,30.6,A,28.3,A,29.7,A
USGS,1310740,6/10/18,30.6,A,28.9,A,30,A
USGS,1310740,6/11/18,30.2,A,29,A,29.7,A
USGS,1310740,6/12/18,29.9,A,28.8,A,29.4,A
USGS,1310740,6/13/18,30.3,A,28.3,A,29.4,A
USGS,1310740,6/14/18,31.3,A,28.8,A,30.2,A
USGS,1310740,6/15/18,31.2,A,28.8,A,30.3,A
USGS,1310740,6/16/18,31.1,A,29.3,A,30.3,A
USGS,1310740,6/17/18,31.5,A,29.4,A,30.6,A
USGS,1310740,6/18/18,31.1,A,29.1,A,30.3,A
USGS,1310740,6/19/18,31.5,A,28.9,A,30.4,A
USGS,1310740,6/20/18,31.5,A,28.9,A,30.2,A
USGS,1310740,6/21/18,30.7,A,28.7,A,29.9,A
USGS,1310740,6/22/18,30.7,A,28.7,A,29.8,A
USGS,1310740,6/23/18,30.8,A,28.8,A,30,A
USGS,1310740,6/24/18,30.6,A,28.6,A,29.9,A
USGS,1310740,6/25/18,31,A,28.2,A,29.9,A
USGS,1310740,6/26/18,31,A:[4],29.1,A:[4],30.3,A:[4]
USGS,1310740,6/27/18,30.6,A,29.6,A,30.3,A
USGS,1310740,6/28/18,30.7,A,29.7,A,30.3,A
USGS,1310740,6/29/18,30.7,A,29.6,A,30.3,A
USGS,1310740,6/30/18,30.9,A,29.6,A,30.4,A
USGS,1310740,7/1/18,31,A,29.7,A,30.5,A
USGS,1310740,7/2/18,31,A,29.8,A,30.6,A
USGS,1310740,7/3/18,30.9,A,29.9,A,30.6,A
USGS,1310740,7/4/18,30.9,A,29.9,A,30.6,A
USGS,1310740,7/5/18,30.9,A,29.9,A,30.6,A
USGS,1310740,7/6/18,30.8,A,29.6,A,30.4,A
USGS,1310740,7/7/18,31.2,A,29.7,A,30.6,A
USGS,1310740,7/8/18,31.1,A,29.9,A,30.7,A
USGS,1310740,7/9/18,31.2,A,30,A,30.8,A
USGS,1310740,7/10/18,31.2,A,30.3,A,30.9,A
USGS,1310740,7/11/18,31.5,A,30.4,A,31.1,A
USGS,1310740,7/12/18,31.4,A,30.6,A,31.1,A
USGS,1310740,7/13/18,31.1,A,30.3,A,30.8,A
USGS,1310740,7/14/18,31.2,A,29.9,A,30.6,A
USGS,1310740,7/15/18,31.4,A,30.3,A,31,A
USGS,1310740,7/16/18,31.3,A,29.6,A,30.4,A
USGS,1310740,7/17/18,,,,,,
USGS,1310740,7/18/18,,,,,,
USGS,1310740,7/19/18,,,,,,
USGS,1310740,7/20/18,,,,,,
USGS,1310740,7/21/18,,,,,,
USGS,1310740,7/22/18,,,,,,
USGS,1310740,7/23/18,,,,,,
USGS,1310740,7/24/18,,,,,,
USGS,1310740,7/25/18,,,,,,
USGS,1310740,7/26/18,,,,,,
USGS,1310740,7/27/18,,,,,,
USGS,1310740,7/28/18,30.8,A,28.7,A,29.9,A
USGS,1310740,7/29/18,31,A,28.9,A,30.1,A
USGS,1310740,7/30/18,31.1,A,29.1,A,30.3,A
USGS,1310740,7/31/18,,,,,,
USGS,1310740,8/1/18,,,,,,
USGS,1310740,8/2/18,,,,,,
USGS,1310740,8/3/18,,,,,,
USGS,1310740,8/4/18,,,,,,
USGS,1310740,8/5/18,,,,,,
USGS,1310740,8/6/18,,,,,,
USGS,1310740,8/7/18,,,,,,
USGS,1310740,8/8/18,,,,,,
USGS,1310740,8/9/18,31.9,A,29.4,A,30.8,A
USGS,1310740,8/10/18,32,A,29.8,A,31.1,A
USGS,1310740,8/11/18,31.6,A,30.1,A,30.9,A
USGS,1310740,8/12/18,31.5,A,30.2,A,30.9,A
USGS,1310740,8/13/18,31.7,A,30.3,A,31.1,A
USGS,1310740,8/14/18,31.6,A,30.4,A,31.1,A
USGS,1310740,8/15/18,31.4,A,30.2,A,31,A
USGS,1310740,8/16/18,31.4,A,29.9,A,30.8,A
USGS,1310740,8/17/18,31.1,A:[4],29.6,A:[4],30.6,A:[4]
USGS,1310740,8/18/18,31.2,A,29.8,A,30.7,A
USGS,1310740,8/19/18,31.2,A,30,A,30.8,A
USGS,1310740,8/20/18,31.1,A,30,A,30.7,A
USGS,1310740,8/21/18,31.6,A,30.4,A,31.1,A
USGS,1310740,8/22/18,31.6,A,30.5,A,31.2,A
USGS,1310740,8/23/18,31.8,A,30.5,A,31.4,A
USGS,1310740,8/24/18,32.1,A,30.8,A,31.7,A
USGS,1310740,8/25/18,32.3,A,31.1,A,31.9,A
USGS,1310740,8/26/18,32.4,A,31.3,A,32.1,A
USGS,1310740,8/27/18,32.5,A,31.4,A,32.1,A
USGS,1310740,8/28/18,32.7,A,31.6,A,32.3,A
USGS,1310740,8/29/18,33,A,31.7,A,32.5,A
USGS,1310740,8/30/18,33,A,31.9,A,32.6,A
USGS,1310740,8/31/18,32.9,A,31.9,A,32.6,A
USGS,1310740,9/1/18,32.8,A,32.3,A,32.6,A
USGS,1310740,9/2/18,32.7,A,32.1,A,32.5,A
USGS,1310740,9/3/18,32.6,A,31.9,A,32.4,A
USGS,1310740,9/4/18,32.4,A,31.6,A,32.2,A
USGS,1310740,9/5/18,32.3,A,31.4,A,32,A
USGS,1310740,9/6/18,32,A,30.9,A,31.7,A
USGS,1310740,9/7/18,31.4,A,30,A,30.8,A
USGS,1310740,9/8/18,30.5,A,29.5,A,30,A
USGS,1310740,9/9/18,29.9,A,29,A,29.6,A
USGS,1310740,9/10/18,29.7,A,28.7,A,29.3,A
USGS,1310740,9/11/18,29.2,A,27.9,A,28.7,A
USGS,1310740,9/12/18,29.4,A,27.8,A,28.7,A
USGS,1310740,9/13/18,29.6,A,28.3,A,29.1,A
USGS,1310740,9/14/18,29.6,A,28.4,A,29,A
USGS,1310740,9/15/18,29.5,A,28.3,A,29,A
USGS,1310740,9/16/18,30.1,A,28.4,A,29.3,A
USGS,1310740,9/17/18,31.2,A:[4],29.2,A:[4],30.2,A:[4]
USGS,1310740,9/18/18,31.1,A,29.6,A,30.6,A
USGS,1310740,9/19/18,31.1,A,29.7,A,30.5,A
USGS,1310740,9/20/18,31,A,29.7,A,30.6,A
USGS,1310740,9/21/18,31,A,29.6,A,30.5,A
USGS,1310740,9/22/18,30.7,A,29.5,A,30.3,A
USGS,1310740,9/23/18,30.8,A,29.5,A,30.4,A
USGS,1310740,9/24/18,31,A,29.7,A,30.5,A
USGS,1310740,9/25/18,30.9,A,29.8,A,30.5,A
USGS,1310740,9/26/18,31,A,29.2,A,30.2,A
USGS,1310740,9/27/18,30.7,A,29.1,A,30.1,A
USGS,1310740,9/28/18,,,,,,
USGS,1310740,9/29/18,,,,,,
USGS,1310740,9/30/18,,,,,,
USGS,1310740,10/1/18,,,,,,
USGS,1310740,10/2/18,,,,,,
USGS,1310740,10/3/18,,,,,,
USGS,1310740,10/4/18,,,,,,
USGS,1310740,10/5/18,,,,,,
USGS,1310740,10/6/18,,,,,,
USGS,1310740,10/7/18,,,,,,
USGS,1310740,10/8/18,,,,,,
USGS,1310740,10/9/18,,,,,,
USGS,1310740,10/10/18,,,,,,
USGS,1310740,10/11/18,,,,,,
USGS,1310740,10/12/18,,,,,,
USGS,1310740,10/13/18,,,,,,
USGS,1310740,10/14/18,,,,,,
USGS,1310740,10/15/18,,,,,,
USGS,1310740,10/16/18,,,,,,
USGS,1310740,10/17/18,31.7,A,29.1,A,30.1,A
USGS,1310740,10/18/18,31.5,A,29.3,A,30.4,A
USGS,1310740,10/19/18,31.8,A,30,A,31.1,A
USGS,1310740,10/20/18,31.8,A,30.4,A,31.1,A
USGS,1310740,10/21/18,31.5,A,30.4,A,30.9,A
USGS,1310740,10/22/18,31.4,A,30.5,A,31.1,A
USGS,1310740,10/23/18,31.6,A,30.7,A,31.3,A
USGS,1310740,10/24/18,31.5,A,30.9,A,31.3,A
USGS,1310740,10/25/18,31.7,A,31.1,A,31.5,A
USGS,1310740,10/26/18,31.8,A,31.3,A,31.6,A
USGS,1310740,10/27/18,31.9,A,31.3,A,31.6,A
USGS,1310740,10/28/18,31.7,A,30.7,A,31.2,A
USGS,1310740,10/29/18,31.5,A,30.6,A,31.1,A
USGS,1310740,10/30/18,31.3,A,30.6,A,31,A
USGS,1310740,10/31/18,31.3,A,30.7,A,31.1,A
USGS,1310740,11/1/18,31.5,A,30.6,A,31.1,A
USGS,1310740,11/2/18,31.4,A,30.4,A,31.1,A
USGS,1310740,11/3/18,31,A,30,A,30.6,A
USGS,1310740,11/4/18,31,A,30.1,A,30.6,A
USGS,1310740,11/5/18,31.1,A,30.2,A,30.7,A
USGS,1310740,11/6/18,30.6,A,30.1,A,30.4,A
USGS,1310740,11/7/18,30.7,A,29.9,A,30.3,A
USGS,1310740,11/8/18,30.5,A,29.8,A,30.3,A
USGS,1310740,11/9/18,30.9,A,29.9,A,30.3,A
USGS,1310740,11/10/18,30.3,A,29.4,A,29.9,A
USGS,1310740,11/11/18,30.5,A,29.3,A,29.8,A
USGS,1310740,11/12/18,30.7,A,29.6,A,30.2,A
USGS,1310740,11/13/18,30.7,A,29,A,30,A
USGS,1310740,11/14/18,30,A,28.6,A,29.3,A
USGS,1310740,11/15/18,30.7,A,29.1,A,29.8,A
USGS,1310740,11/16/18,30.6,A,28.7,A,29.6,A
USGS,1310740,11/17/18,30.4,A,28.4,A,29.1,A
USGS,1310740,11/18/18,,,,,,
USGS,1310740,11/19/18,,,,,,
USGS,1310740,11/20/18,,,,,,
USGS,1310740,11/21/18,,,,,,
USGS,1310740,11/22/18,,,,,,
USGS,1310740,11/23/18,,,,,,
USGS,1310740,11/24/18,,,,,,
USGS,1310740,11/25/18,,,,,,
USGS,1310740,11/26/18,,,,,,
USGS,1310740,11/27/18,,,,,,
USGS,1310740,11/28/18,,,,,,
USGS,1310740,11/29/18,,,,,,
USGS,1310740,11/30/18,30.8,A,29.4,A,30.2,A
USGS,1310740,12/1/18,30.8,A,29.6,A,30.4,A
USGS,1310740,12/2/18,31.1,A,29.2,A,30.4,A
USGS,1310740,12/3/18,31.1,A,28.9,A,30.2,A
USGS,1310740,12/4/18,30.9,A,29,A,30.2,A
USGS,1310740,12/5/18,31.2,A,29.5,A,30.7,A
USGS,1310740,12/6/18,31.1,A,30,A,30.7,A
USGS,1310740,12/7/18,31.9,A,30.2,A,31,A
USGS,1310740,12/8/18,31.7,A,30.5,A,31.2,A
USGS,1310740,12/9/18,31.7,A,30.7,A,31.4,A
USGS,1310740,12/10/18,32,A,30.9,A,31.6,A
USGS,1310740,12/11/18,32,A,31,A,31.6,A
USGS,1310740,12/12/18,31.7,A,30.9,A,31.5,A
USGS,1310740,12/13/18,31.8,A,31.3,A,31.6,A
USGS,1310740,12/14/18,31.7,A,31,A,31.5,A
USGS,1310740,12/15/18,31.5,A,30.8,A,31.3,A
USGS,1310740,12/16/18,31.6,A,30.6,A,31.2,A
USGS,1310740,12/17/18,31.5,A,29.8,A,30.6,A
USGS,1310740,12/18/18,31.7,A,29.6,A,30.6,A
USGS,1310740,12/19/18,31.5,A,30.2,A,31,A
USGS,1310740,12/20/18,31.5,A,30.5,A,31.2,A
USGS,1310740,12/21/18,31.8,A,30,A,31.1,A
USGS,1310740,12/22/18,31.5,A,29.6,A,30.6,A
USGS,1310740,12/23/18,30.8,A,29.5,A,30.3,A
USGS,1310740,12/24/18,31.1,A,29.9,A,30.5,A
USGS,1310740,12/25/18,31.5,A,30,A,30.8,A
USGS,1310740,12/26/18,31.9,A,30.5,A,31.2,A
USGS,1310740,12/27/18,32,A,30.7,A,31.4,A
USGS,1310740,12/28/18,31.7,A,30.1,A,31.1,A
USGS,1310740,12/29/18,31.3,A,29.4,A,30.3,A
USGS,1310740,12/30/18,31.9,A,29.6,A,30.9,A
USGS,1310740,12/31/18,31.5,A,29.7,A,30.9,A
USGS,1310740,1/1/19,30.8,A,27.9,A,29,A
USGS,1310740,1/2/19,31.4,A,28.1,A,30.1,A
USGS,1310740,1/3/19,31.2,A,28.7,A,30.3,A
USGS,1310740,1/4/19,31.2,A,28.7,A,30.4,A
USGS,1310740,1/5/19,31.1,A,29,A,30.3,A
USGS,1310740,1/6/19,30.5,A,28.9,A,30,A
USGS,1310740,1/7/19,31.3,A,29.2,A,30.4,A
USGS,1310740,1/8/19,31.4,A,29.5,A,30.8,A
USGS,1310740,1/9/19,31.2,A,29,A,30.2,A
USGS,1310740,1/10/19,31.5,A,29,A,30.2,A
USGS,1310740,1/11/19,31.8,A,29.5,A,30.7,A
USGS,1310740,1/12/19,32,A,30.7,A,31.4,A
USGS,1310740,1/13/19,31.9,A,30.9,A,31.6,A
USGS,1310740,1/14/19,31.8,A,30.9,A,31.6,A
USGS,1310740,1/15/19,31.8,A,30.9,A,31.4,A
USGS,1310740,1/16/19,31.9,A,30.8,A,31.5,A
USGS,1310740,1/17/19,31.9,A,30.8,A,31.5,A
USGS,1310740,1/18/19,31.9,A,30.8,A,31.6,A
USGS,1310740,1/19/19,31.8,A,30.7,A,31.4,A
USGS,1310740,1/20/19,31.5,A,30.2,A,30.9,A
USGS,1310740,1/21/19,31.6,A,29.9,A,30.9,A
USGS,1310740,1/22/19,31.5,A,30.2,A,31,A
USGS,1310740,1/23/19,31.5,A,30.5,A,31.1,A
USGS,1310740,1/24/19,31.1,A,29.5,A,30.4,A
USGS,1310740,1/25/19,30.8,A,29.1,A,29.9,A
USGS,1310740,1/26/19,31.2,A,29.3,A,30.3,A
USGS,1310740,1/27/19,31.4,A,29.8,A,30.7,A
USGS,1310740,1/28/19,30.9,A,29.2,A,30.4,A
USGS,1310740,1/29/19,31.1,A,29.8,A,30.6,A
USGS,1310740,1/30/19,31.4,A,29.6,A,30.5,A
USGS,1310740,1/31/19,31.5,A,30.2,A,31,A
USGS,1310740,2/1/19,31.8,A,30.4,A,31.1,A
USGS,1310740,2/2/19,31.6,A,30.5,A,31.1,A
USGS,1310740,2/3/19,32.1,A,30.5,A,31.2,A
USGS,1310740,2/4/19,31.9,A,30.4,A,31.1,A
USGS,1310740,2/5/19,31.6,A,30.5,A,31.2,A
USGS,1310740,2/6/19,31.5,A,30.4,A,31.1,A
USGS,1310740,2/7/19,31.2,A,30,A,30.8,A
USGS,1310740,2/8/19,31.2,A,29.9,A,30.7,A
USGS,1310740,2/9/19,31.5,A,29.7,A,30.5,A
USGS,1310740,2/10/19,31.6,A,30.1,A,31,A
USGS,1310740,2/11/19,32,A,30.4,A,31.3,A
USGS,1310740,2/12/19,31.8,A,30.6,A,31.5,A
USGS,1310740,2/13/19,31.8,A,30,A,30.9,A
USGS,1310740,2/14/19,31.7,A,30,A,30.9,A
USGS,1310740,2/15/19,31.7,A,29,A,30.8,A
USGS,1310740,2/16/19,31.7,A,29.7,A,30.4,A
USGS,1310740,2/17/19,31.9,A,29.8,A,31.2,A
USGS,1310740,2/18/19,31.9,A,30.4,A,31.3,A
USGS,1310740,2/19/19,31.7,A,30.7,A,31.3,A
USGS,1310740,2/20/19,32,A,31.2,A,31.6,A
USGS,1310740,2/21/19,31.9,A,30.9,A,31.5,A
USGS,1310740,2/22/19,31.8,A,31,A,31.4,A
USGS,1310740,2/23/19,31.8,A,31.1,A,31.5,A
USGS,1310740,2/24/19,31.7,A,30.6,A,31.4,A
USGS,1310740,2/25/19,31.9,A,30.1,A,31,A
USGS,1310740,2/26/19,31.6,A,30.4,A,31,A
USGS,1310740,2/27/19,31.6,A,30.6,A,31.2,A
USGS,1310740,2/28/19,31.4,A,29.7,A,30.8,A
USGS,1310740,3/1/19,30.5,A,29.7,A,30.2,A
USGS,1310740,3/2/19,30.6,A,29.3,A,30.1,A
USGS,1310740,3/3/19,30.6,A,29.2,A,30.1,A
USGS,1310740,3/4/19,30.5,A:[4],28.7,A:[4],29.8,A:[4]
USGS,1310740,3/5/19,,,,,,
USGS,1310740,3/6/19,,,,,,
USGS,1310740,3/7/19,,,,,,
USGS,1310740,3/8/19,31.3,A,29.5,A,30.5,A
USGS,1310740,3/9/19,30.9,A,29.2,A,30.3,A
USGS,1310740,3/10/19,30.9,A,29.5,A,30.3,A
USGS,1310740,3/11/19,30.5,A,28.7,A,29.8,A
USGS,1310740,3/12/19,30.5,A,28.8,A,29.7,A
USGS,1310740,3/13/19,30.6,A,29,A,30,A
USGS,1310740,3/14/19,30.6,A,29.1,A,30.1,A
USGS,1310740,3/15/19,30.3,A,29,A,29.7,A
